aadi:0.8450980400142568:6,0.8450980400142568; 
satisfaccin:0.8450980400142568:6,1.3538977586565184; 
satisfactori:0.8450980400142568:6,0.8450980400142568; 
satlit:0.8450980400142568:6,0.8450980400142568; 
satur:0.8450980400142568:6,0.8450980400142568; 
sauron:0.3010299956639812:0,0.39164905395343774; 1,0.3010299956639812; 2,0.3010299956639812; 3,0.44465780490343443; 4,0.39164905395343774; 5,0.39164905395343774; 
sban:0.8450980400142568:6,0.8450980400142568; 
sbit:0.8450980400142568:6,1.4357962207073829; 
scam:0.8450980400142568:6,1.2483122772269866; 
seal:0.47712125471966244:6,1.3798798056036456; 0,0.47712125471966244; 3,0.47712125471966244; 
sec:0.8450980400142568:6,1.7864893837356755; 
seccin:0.8450980400142568:6,2.026494401400509; 
seccion:0.8450980400142568:6,1.5027121365481173; 
secndos:0.8450980400142568:6,0.8450980400142568; 
secret:0.8450980400142568:6,1.8390104579201128; 
sector:0.8450980400142568:6,1.4357962207073829; 
sed:0.8450980400142568:6,0.8450980400142568; 
sedient:0.8450980400142568:6,0.8450980400142568; 
sedos:0.8450980400142568:6,0.8450980400142568; 
segn:0.6020599913279624:6,0.9645362244857886; 0,0.6020599913279624; 
segu:0.3979400086720376:6,1.1552556545992796; 2,0.3979400086720376; 3,0.3979400086720376; 4,0.5177318877571058; 
seguir:0.8450980400142568:6,0.8450980400142568; 
segund:0.8450980400142568:6,2.288162249021422; 
segur:0.8450980400142568:6,2.170382243370253; 
select:0.8450980400142568:6,0.8450980400142568; 
sell:0.8450980400142568:6,1.0994978993353877; 
selv:0.8450980400142568:6,1.0994978993353877; 
seman:0.8450980400142568:6,2.026494401400509; 
semanal:0.8450980400142568:6,0.8450980400142568; 
semej:0.8450980400142568:6,1.0994978993353877; 
semicrcul:0.8450980400142568:6,1.2483122772269866; 
semill:0.8450980400142568:6,0.8450980400142568; 
semillit:0.8450980400142568:6,0.8450980400142568; 
semioscur:0.8450980400142568:6,0.8450980400142568; 
semisent:0.8450980400142568:6,0.8450980400142568; 
sencill:0.8450980400142568:6,1.4357962207073829; 
sender:0.47712125471966244:6,0.764376873198569; 0,0.6207490639591157; 2,0.47712125471966244; 
senescal:0.47712125471966244:0,0.764376873198569; 2,0.47712125471966244; 4,0.47712125471966244; 
sensacin:0.8450980400142568:6,2.1801700611617965; 
sensacion:0.8450980400142568:6,0.8450980400142568; 
sensibil:0.8450980400142568:6,0.8450980400142568; 
sensor:0.8450980400142568:6,0.8450980400142568; 
sent:0.6020599913279624:3,0.6020599913279624; 6,1.959869336192651; 
sentart:0.8450980400142568:6,0.8450980400142568; 
sentenci:0.8450980400142568:6,0.8450980400142568; 
sentimient:0.8450980400142568:6,1.608297617977649; 
sentndos:0.8450980400142568:6,1.4357962207073829; 
seor:0.3979400086720376:6,0.5177318877571058; 3,0.3979400086720376; 4,0.5177318877571058; 5,0.3979400086720376; 
sep:0.8450980400142568:6,1.6901960800285136; 
separ:0.8450980400142568:6,1.8390104579201128; 
separacin:0.6020599913279624:1,0.6020599913279624; 3,0.6020599913279624; 
sepultur:0.8450980400142568:6,1.0994978993353877; 
ser:0.6020599913279624:6,1.6498627370723764; 0,0.6020599913279624; 
seren:0.8450980400142568:6,1.0994978993353877; 
seri:0.8450980400142568:6,2.2339766757689183; 
serial:0.8450980400142568:6,1.0994978993353877; 
serl:0.8450980400142568:6,1.4357962207073829; 
sermn:0.8450980400142568:6,0.8450980400142568; 
sern:0.8450980400142568:6,0.8450980400142568; 
serpent:0.8450980400142568:6,0.8450980400142568; 
serpient:0.8450980400142568:2,0.8450980400142568; 
sers:0.8450980400142568:6,0.8450980400142568; 
sert:0.8450980400142568:6,0.8450980400142568; 
serv:0.8450980400142568:6,1.5027121365481173; 
servici:0.8450980400142568:0,1.0994978993353877; 
servidor:0.8450980400142568:5,0.8450980400142568; 
servillet:0.8450980400142568:6,0.8450980400142568; 
servir:0.8450980400142568:6,0.8450980400142568; 
ses:0.8450980400142568:6,0.8450980400142568; 
sesent:0.8450980400142568:6,1.608297617977649; 
sesin:0.8450980400142568:6,0.8450980400142568; 
setent:0.8450980400142568:6,0.8450980400142568; 
sext:0.8450980400142568:0,1.0994978993353877; 
sganm:0.8450980400142568:6,0.8450980400142568; 
sguem:0.8450980400142568:6,1.0994978993353877; 
shank:0.8450980400142568:6,2.040889243056806; 
shanks:0.8450980400142568:6,1.4357962207073829; 
shh:0.8450980400142568:6,1.3538977586565184; 
shuck:0.8450980400142568:6,1.725176957126657; 
sideral:0.8450980400142568:6,0.8450980400142568; 
sien:0.8450980400142568:6,1.3538977586565184; 
sient:0.6020599913279624:6,0.8893156098068689; 1,0.6020599913279624; 
sierr:0.8450980400142568:6,1.0994978993353877; 
siest:0.8450980400142568:6,1.3538977586565184; 
sig:0.8450980400142568:6,1.7571119958692483; 
sigil:0.8450980400142568:6,1.5592887372501953; 
sign:0.8450980400142568:6,1.0994978993353877; 
signif:0.8450980400142568:6,1.8849480118086925; 
signific:0.8450980400142568:6,1.9445959393496444; 
signifiqu:0.8450980400142568:6,1.0994978993353877; 
sigu:0.6020599913279624:6,1.3428640582624667; 4,0.7832981079068755; 
sigui:0.6020599913279624:6,1.5241021748413799; 4,0.6020599913279624; 
siguient:0.8450980400142568:6,0.8450980400142568; 
siguindol:0.8450980400142568:1,0.8450980400142568; 
silb:0.8450980400142568:6,1.3538977586565184; 
silenci:0.8450980400142568:6,2.3158751378197833; 
sill:0.8450980400142568:6,2.117097336619911; 
similar:0.8450980400142568:6,1.3538977586565184; 
simpl:0.8450980400142568:6,1.0994978993353877; 
simplement:0.8450980400142568:6,1.7864893837356755; 
simplic:0.8450980400142568:6,0.8450980400142568; 
simplist:0.8450980400142568:6,0.8450980400142568; 
simptic:0.8450980400142568:6,1.0994978993353877; 
simul:0.8450980400142568:6,0.8450980400142568; 
sincer:0.8450980400142568:6,1.5592887372501953; 
sincroniz:0.8450980400142568:6,0.8450980400142568; 
siniestr:0.8450980400142568:6,1.725176957126657; 
sint:0.8450980400142568:6,0.8450980400142568; 
sintat:0.8450980400142568:6,1.3538977586565184; 
sinti:0.8450980400142568:6,2.611272753507469; 
sintindos:0.8450980400142568:6,1.5027121365481173; 
siqu:0.8450980400142568:6,2.054740751652446; 
siren:0.8450980400142568:6,0.8450980400142568; 
sirv:0.8450980400142568:6,1.2483122772269866; 
sirvi:0.8450980400142568:6,0.8450980400142568; 
sirvient:0.8450980400142568:3,1.0994978993353877; 
sistem:0.8450980400142568:6,0.8450980400142568; 
sistemt:0.8450980400142568:6,0.8450980400142568; 
siti:0.6020599913279624:0,0.8893156098068689; 6,1.3719463732282233; 
situ:0.8450980400142568:6,1.4357962207073829; 
situacin:0.8450980400142568:6,2.080967721759438; 
sl:0.8450980400142568:5,0.8450980400142568; 
slid:0.8450980400142568:6,1.0994978993353877; 
slo:0.8450980400142568:6,2.7951584189953764; 
smbol:0.8450980400142568:6,0.8450980400142568; 
sntom:0.8450980400142568:0,0.8450980400142568; 
soand:0.8450980400142568:6,0.8450980400142568; 
sobr:0.8450980400142568:6,1.0994978993353877; 
sobrecarg:0.8450980400142568:6,0.8450980400142568; 
sobrehuman:0.8450980400142568:6,0.8450980400142568; 
sobrenatural:0.8450980400142568:6,1.0994978993353877; 
sobrenombr:0.8450980400142568:6,0.8450980400142568; 
sobrepas:0.8450980400142568:6,0.8450980400142568; 
sobrepon:0.8450980400142568:6,0.8450980400142568; 
sobresal:0.8450980400142568:6,1.2483122772269866; 
sobresalt:0.8450980400142568:6,1.7571119958692483; 
sobresaltndol:0.8450980400142568:6,0.8450980400142568; 
sobresaltndos:0.8450980400142568:6,0.8450980400142568; 
sobrev:0.8450980400142568:6,0.8450980400142568; 
sobrevin:0.8450980400142568:6,1.2483122772269866; 
sobreviv:0.8450980400142568:6,1.8626974772987799; 
sobrevivi:0.8450980400142568:6,1.0994978993353877; 
sobrevivient:0.8450980400142568:6,1.2483122772269866; 
sobrin:0.6020599913279624:0,0.6020599913279624; 5,0.6020599913279624; 
socorr:0.8450980400142568:6,1.0994978993353877; 
sofoc:0.8450980400142568:6,1.3538977586565184; 
sog:0.8450980400142568:6,1.2483122772269866; 
sol:0.6020599913279624:6,1.508250574222528; 0,0.6020599913279624; 
solap:0.8450980400142568:6,0.8450980400142568; 
solar:0.8450980400142568:6,1.0994978993353877; 
sold:0.8450980400142568:6,0.8450980400142568; 
soled:0.8450980400142568:6,0.8450980400142568; 
solemn:0.8450980400142568:6,1.2483122772269866; 
solicitud:0.8450980400142568:6,1.0994978993353877; 
solidific:0.8450980400142568:6,0.8450980400142568; 
solitari:0.8450980400142568:6,1.0994978993353877; 
solloz:0.8450980400142568:6,1.4357962207073829; 
solt:0.8450980400142568:6,2.054740751652446; 
soltndol:0.8450980400142568:6,1.2483122772269866; 
solucin:0.8450980400142568:6,1.813688596571326; 
solucion:0.8450980400142568:6,1.2483122772269866; 
sombr:0.6020599913279624:0,0.6020599913279624; 6,1.546211507720233; 
sombragrs:0.8450980400142568:0,0.8450980400142568; 
somet:0.8450980400142568:6,1.2483122772269866; 
someter:0.8450980400142568:6,0.8450980400142568; 
son:0.8450980400142568:6,2.444103480269536; 
sonor:0.8450980400142568:6,1.3538977586565184; 
sonr:0.8450980400142568:6,1.3538977586565184; 
sonre:0.8450980400142568:6,1.0994978993353877; 
sonri:0.8450980400142568:6,1.7864893837356755; 
sonris:0.8450980400142568:6,2.068088455892457; 
sonrisit:0.8450980400142568:6,1.0994978993353877; 
sonroj:0.8450980400142568:6,0.8450980400142568; 
sop:0.8450980400142568:6,1.3538977586565184; 
sopl:0.8450980400142568:6,1.0994978993353877; 
sopor:0.8450980400142568:6,0.8450980400142568; 
soport:0.8450980400142568:6,1.813688596571326; 
sorb:0.8450980400142568:6,0.8450980400142568; 
sord:0.8450980400142568:6,1.0994978993353877; 
sorprend:0.47712125471966244:0,0.47712125471966244; 5,0.47712125471966244; 6,1.126830548427067; 
sorprendent:0.8450980400142568:6,1.5592887372501953; 
sorprendi:0.8450980400142568:6,1.6515265144397162; 
sorpres:0.6020599913279624:3,0.6020599913279624; 6,1.4219018404717594; 
sos:0.8450980400142568:6,1.0994978993353877; 
sospech:0.8450980400142568:6,1.6515265144397162; 
sosten:0.8450980400142568:6,1.813688596571326; 
sostuv:0.8450980400142568:6,1.608297617977649; 
sper:0.8450980400142568:6,1.6515265144397162; 
sta:0.8450980400142568:6,1.608297617977649; 
stan:0.8450980400142568:6,1.5592887372501953; 
stas:0.8450980400142568:6,1.0994978993353877; 
ste:0.3979400086720376:6,0.8123518228348984; 2,0.3979400086720376; 3,0.3979400086720376; 4,0.3979400086720376; 
steph:0.8450980400142568:6,1.0994978993353877; 
stos:0.6020599913279624:6,0.7832981079068755; 0,0.6020599913279624; 
suav:0.8450980400142568:6,1.5027121365481173; 
suavement:0.8450980400142568:6,1.4357962207073829; 
suavid:0.8450980400142568:6,0.8450980400142568; 
suaviz:0.8450980400142568:6,1.0994978993353877; 
sub:0.8450980400142568:6,2.0115118551903786; 
subi:0.8450980400142568:6,1.3538977586565184; 
submarin:0.8450980400142568:6,0.8450980400142568; 
subterrne:0.8450980400142568:6,0.8450980400142568; 
succin:0.8450980400142568:6,0.8450980400142568; 
suced:0.8450980400142568:6,1.9625029744629252; 
sucedi:0.8450980400142568:6,1.0994978993353877; 
suces:0.6020599913279624:6,0.9645362244857886; 0,0.6020599913279624; 
sucesin:0.8450980400142568:6,1.0994978993353877; 
suci:0.8450980400142568:6,1.6515265144397162; 
sucied:0.8450980400142568:6,1.0994978993353877; 
sucumbi:0.8450980400142568:6,0.8450980400142568; 
sud:0.8450980400142568:6,1.0994978993353877; 
sudader:0.8450980400142568:6,0.8450980400142568; 
sudamr:0.8450980400142568:6,0.8450980400142568; 
sudor:0.8450980400142568:6,1.9257702018406655; 
sue:0.8450980400142568:6,1.9257702018406655; 
suel:0.8450980400142568:6,2.288162249021422; 
suelt:0.8450980400142568:6,1.5027121365481173; 
suen:0.8450980400142568:6,1.725176957126657; 
suer:0.8450980400142568:6,1.8849480118086925; 
suert:0.8450980400142568:6,1.905926373760847; 
suficient:0.8450980400142568:6,1.608297617977649; 
sufr:0.6020599913279624:6,1.1457743410647017; 3,0.6020599913279624; 
sufri:0.8450980400142568:6,0.8450980400142568; 
sufrimient:0.8450980400142568:6,1.5027121365481173; 
suger:0.8450980400142568:6,0.8450980400142568; 
sugerent:0.8450980400142568:6,1.2483122772269866; 
sugier:0.8450980400142568:6,1.0994978993353877; 
sugir:0.8450980400142568:6,0.8450980400142568; 
sugiri:0.8450980400142568:6,1.2483122772269866; 
suic:0.8450980400142568:6,1.2483122772269866; 
suicidi:0.8450980400142568:6,1.0994978993353877; 
sujet:0.8450980400142568:6,2.170382243370253; 
sujetndol:0.8450980400142568:6,0.8450980400142568; 
sujtal:0.8450980400142568:6,0.8450980400142568; 
sujtenl:0.8450980400142568:6,0.8450980400142568; 
sultam:0.8450980400142568:6,0.8450980400142568; 
sultat:0.8450980400142568:6,0.8450980400142568; 
sultenl:0.8450980400142568:6,0.8450980400142568; 
sum:0.6020599913279624:6,0.8893156098068689; 0,0.6020599913279624; 
sumerg:0.8450980400142568:6,1.0994978993353877; 
suministr:0.8450980400142568:6,1.608297617977649; 
sumrget:0.8450980400142568:6,0.8450980400142568; 
sup:0.8450980400142568:6,1.9445959393496444; 
super:0.8450980400142568:6,1.2483122772269866; 
superch:0.8450980400142568:6,0.8450980400142568; 
superfici:0.8450980400142568:6,1.3538977586565184; 
superficial:0.8450980400142568:6,1.2483122772269866; 
superior:0.8450980400142568:6,1.5592887372501953; 
superpon:0.8450980400142568:6,0.8450980400142568; 
supervis:0.8450980400142568:6,0.8450980400142568; 
supervivent:0.8450980400142568:6,0.8450980400142568; 
suplic:0.8450980400142568:6,1.3538977586565184; 
suplici:0.8450980400142568:6,1.0994978993353877; 
supon:0.6020599913279624:6,1.1765712282857754; 1,0.6020599913279624; 
supondr:0.8450980400142568:0,0.8450980400142568; 
supong:0.8450980400142568:6,1.8849480118086925; 
suposicin:0.8450980400142568:6,0.8450980400142568; 
supuest:0.8450980400142568:6,1.725176957126657; 
supur:0.8450980400142568:6,0.8450980400142568; 
supus:0.8450980400142568:6,1.6515265144397162; 
sur:0.6020599913279624:6,1.070553726385782; 0,0.8893156098068689; 
surest:0.8450980400142568:6,1.2483122772269866; 
surg:0.8450980400142568:6,1.6515265144397162; 
surgi:0.8450980400142568:6,1.6515265144397162; 
suroest:0.8450980400142568:6,1.3538977586565184; 
surt:0.8450980400142568:6,0.8450980400142568; 
susp:0.8450980400142568:6,1.5027121365481173; 
suspend:0.8450980400142568:6,1.3538977586565184; 
suspicaci:0.8450980400142568:6,0.8450980400142568; 
suspir:0.8450980400142568:6,1.9257702018406655; 
sust:0.8450980400142568:6,1.4357962207073829; 
sustanci:0.8450980400142568:6,1.3538977586565184; 
susurr:0.8450980400142568:6,2.1054448844259426; 
sutil:0.8450980400142568:6,1.0994978993353877; 
tabl:0.8450980400142568:6,1.7571119958692483; 
tabler:0.8450980400142568:6,0.8450980400142568; 
tal:0.8450980400142568:6,0.8450980400142568; 
taladr:0.8450980400142568:6,1.0994978993353877; 
taladrndol:0.8450980400142568:6,0.8450980400142568; 
tall:0.8450980400142568:6,1.0994978993353877; 
tallador:0.8450980400142568:6,0.8450980400142568; 
talon:0.8450980400142568:6,1.2483122772269866; 
tama:0.6020599913279624:0,0.6020599913279624; 6,1.2517918429646953; 
tambal:0.8450980400142568:6,1.0994978993353877; 
tambalendos:0.8450980400142568:6,1.3538977586565184; 
tambin:0.3424226808222063:6,1.0030994817943957; 0,0.3424226808222063; 1,0.3424226808222063; 4,0.3424226808222063; 5,0.44550217894536387; 
tambor:0.8450980400142568:4,0.8450980400142568; 
tangibl:0.8450980400142568:6,1.0994978993353877; 
tant:0.8450980400142568:6,1.9625029744629252; 
tap:0.8450980400142568:6,1.6901960800285136; 
tapiz:0.8450980400142568:6,1.2483122772269866; 
tapndol:0.8450980400142568:6,0.8450980400142568; 
tar:0.8450980400142568:6,1.3538977586565184; 
tard:0.8450980400142568:6,1.608297617977649; 
tare:0.8450980400142568:6,1.813688596571326; 
tazn:0.8450980400142568:6,0.8450980400142568; 
tctic:0.8450980400142568:6,0.8450980400142568; 
tech:0.8450980400142568:6,1.608297617977649; 
tecl:0.8450980400142568:6,1.2483122772269866; 
tecnolog:0.8450980400142568:6,0.8450980400142568; 
teid:0.8450980400142568:6,1.0994978993353877; 
tej:0.8450980400142568:6,0.8450980400142568; 
tel:0.8450980400142568:6,1.2483122772269866; 
telepat:0.8450980400142568:6,1.2483122772269866; 
telept:0.8450980400142568:6,0.8450980400142568; 
televisor:0.8450980400142568:6,0.8450980400142568; 
tem:0.6020599913279624:6,1.4999491997846799; 4,0.6020599913279624; 
tembl:0.8450980400142568:6,1.7864893837356755; 
temblor:0.8450980400142568:6,1.905926373760847; 
temer:0.8450980400142568:6,0.8450980400142568; 
temerari:0.8450980400142568:6,0.8450980400142568; 
temibl:0.8450980400142568:6,0.8450980400142568; 
temor:0.8450980400142568:6,1.813688596571326; 
temporal:0.8450980400142568:6,0.8450980400142568; 
tempran:0.8450980400142568:6,1.4357962207073829; 
ten:0.6020599913279624:5,0.6020599913279624; 6,2.0488827114671238; 
tend:0.8450980400142568:6,1.5592887372501953; 
tendi:0.8450980400142568:6,0.8450980400142568; 
tendn:0.8450980400142568:0,0.8450980400142568; 
tendr:0.8450980400142568:6,2.0115118551903786; 
tendrs:0.8450980400142568:6,1.3538977586565184; 
tenebr:0.8450980400142568:6,0.8450980400142568; 
tenedor:0.8450980400142568:6,1.3538977586565184; 
tenis:0.8450980400142568:6,0.8450980400142568; 
tenm:0.8450980400142568:6,0.8450980400142568; 
tens:0.8450980400142568:6,1.5027121365481173; 
tensin:0.8450980400142568:6,1.4357962207073829; 
tentador:0.8450980400142568:6,0.8450980400142568; 
tenu:0.8450980400142568:6,1.3538977586565184; 
teor:0.8450980400142568:6,1.6901960800285136; 
terc:0.8450980400142568:6,0.8450980400142568; 
tercer:0.8450980400142568:6,0.8450980400142568; 
teres:0.8450980400142568:6,2.774711433153771; 
teric:0.8450980400142568:6,0.8450980400142568; 
termin:0.3979400086720376:0,0.5177318877571058; 2,0.3979400086720376; 5,0.3979400086720376; 6,1.1920830953164099; 
terminal:0.8450980400142568:6,1.2483122772269866; 
terqued:0.8450980400142568:6,1.0994978993353877; 
terren:0.6020599913279624:6,1.070553726385782; 1,0.6020599913279624; 
terribl:0.8450980400142568:6,2.1283911943393865; 
territori:0.8450980400142568:3,0.8450980400142568; 
terror:0.8450980400142568:6,2.1801700611617965; 
terrorf:0.8450980400142568:6,1.608297617977649; 
tesor:0.8450980400142568:2,0.8450980400142568; 
testarud:0.8450980400142568:6,0.8450980400142568; 
testig:0.8450980400142568:6,0.8450980400142568; 
tez:0.8450980400142568:6,0.8450980400142568; 
thod:0.47712125471966244:0,0.8106147001998716; 2,0.47712125471966244; 3,0.6207490639591157; 
thom:0.8450980400142568:6,3.303505862268704; 
thrill:0.8450980400142568:6,0.8450980400142568; 
tiern:0.8450980400142568:6,0.8450980400142568; 
tieron:0.8450980400142568:6,0.8450980400142568; 
tierr:0.47712125471966244:6,1.0382593919051366; 2,0.6207490639591157; 4,0.47712125471966244; 
tijer:0.8450980400142568:6,1.2483122772269866; 
til:0.8450980400142568:6,1.2483122772269866; 
tiniebl:0.8450980400142568:6,1.5027121365481173; 
tint:0.8450980400142568:6,0.8450980400142568; 
tintin:0.8450980400142568:6,0.8450980400142568; 
